id	query	answer
7162d653cc3ccecd569009c27b38dac1da6499ee	Who is the most wealthy man at the Church?	Eldon Parr; Eldon Parr
71ce19cf034c830c1e2d8b98682ca1d53ead1067	Why did Ash choke Ripley?	She discovered he ordered the ship to return the alien.; She confronted him about his treachery
728fb0c9da98fa7853adac4934987df261d51041	How does Corso confirm his theory about the engravings?	"The Baroness's book has 3 different engravings; He find's ""LCF"" on three different engravings in the baroness's book."
739ac60705adb8084f1656b8bdb29e58e41f4966	What does Miguel build in his new house for his mother?	A bigger kitchen.; A bigger kitchen
73b6aaeec0101850010a7cc4b6d2bf4b23bf18b1	Why does Ash have to remove his severed hand?	It became possessed.; Because it is possessed with demons.
74d4f6c566f7f50300fb3b6eeb28fcf0f1148157	Who is Oakland playing when they attempt their 20th consecutive win?	Kansas City Royals; Kansas City Royals
75871827f179df4ea960b4d93054d165cc042895	How did Lord Loam and his group end up on the island?	They shipwrecked. ; They were shipwrecked.
759acf6f6cdbe61db831a1c7c2771d18bd5f68d3	Why were both Bulmer and Tyrrel known by Mrs. Dods prior to the beginning of this story?	They had previously stayed at Cleikum Inn while they were students at Edinburgh.; They had stayed at her Inn before
76971e76743f5a4defedb9ef516560a323fc2eac	After capturing all the 13 monsters, what does General Aguila do? 	He questions Yaotl's actions. ; Questions Yaotl's actions.
76a96d28a69c3aa9941e9b0496b5e8098ed712ce	Why does mud work as camouflage while battling the alien?	The Mud cools the skin and blocks the body's heat signature from the alien's thermal sensor.; The alien can't detect his thermal heat.
77e055181c15321c82ef247dc7f421a30433456f	What does Rory pose as in order to attract wealthy women?	a nobleman; A nobleman
7814d62ece4774fbcb2efb2fd7a2e33043e36cff	How do the Zan learn how to show affection to the animals?	Walter demonstrates for them; Walter shows them how to pet the animals
78e0e28b686c7157d598082bfaa8aaaab821b78b	What does Joey plan to do with Bianca on prom night?	Have sex.; have sex
78ee76ea661bf5bc910ea56dcf0307b03f26a5f2	What is used to disfigure Clara's face?	Acid; An acid.
790e4567fa3788b2a778212e7321b3a1e1cbbe57	What does the mother of Coriolanus encourage him to do?	She encourages him to run for the Roman Senate.; run for consul
79edfd3070a3b6ccf02a7cbf95254ba9fc95c649	Where was Nil's family when he caught the tomte?	at church; At church. 
7a62a3ec3bf145c16d244dc44648220d13c05e50	How come people stopped supporting Lantenac? 	most of his followers gave up after British troops didn't join them ; They had no back up.
7b25d55061c75827cd78d7b9d8920708bcdcc092	How many yachtsmen find Adam More's manuscript?	Four; 4
7b9b18e81ab7531fe809072294221b281102f213	Why does Moco taunt the Mariachi?	Moco taunts him because he shot his left hand which is needed to play the guitar. ; He is enraged that Domino loved the Mariachi
7e2bef0b43cf243f513853e82e482d695801e42b	Who joins Mr. Damon, Tom and Mr. Titus on their journey?	Professor Bumper; Swyington Bumper
81b98218c1a885f36dc98cbfc95bb3774a77eed1	What does Offitt plan?	a General strike; To murder Farnham and let Sleeny take the blame
81d2ece8e55ac0a2799aa87a43117f01bbd7506d	What is Mozart's job?	He is a composer; Music composer
81e6f3041809c7dae5dc12e09201477945ae9077	What do they use as a parachute when the mountain explodes?	a tapestry; A rug-like cloth
821b9a891aac7ceb29a0054e9e6d3eb7d2234af6	Who must Ellida choose between?	The Sailor and her husband.; Dr. Wangel or the sailor
83351acb498ae98e3b652dcbcdc3a615e83e2f63	Who is Orlando's brother?	Oliver; Oliver
8372fe819d756bbdf0118d6efc16508603d41399	Who does Ethan vacation with in Sydney? 	Nyah; Nyah
839d9397b6bd793cb316ae1e82bb353e2b8feb5f	Who holds Edmee captive?	"Bernards family, ie the gang; Bernard's ""family"". "
83a1fd492021ceb110451d65888072daf64a5d4f	What is the name of the newspaper that is key to the story?	The Washington Post; Washington Post
854dd2f347a89b5653a9e8372541af6fc3590254	Why does Jeannie get arrested?	For falsely reporting a breakin; False reporting.
85591366e6f0ab31815c40d55e1d4d5182d20ec5	With whom does Kane begin an extramarital affair?	Susan Alexander.; Susan Alexander
85785803e7a805be4ea0926ed22b72a418e46679	Where is the temporary operating base located?	In the Mojave desert; Santa Monica Airport
86124527eecec5f80742149412e04a52909228e7	How long do Nicolette and Aucassin stay in Torelore?	Three years; They remain in Torelore for a total of three years.
87555ec174cc76683e18cd391876d49d6ef1c2c2	What does the Mayor plead to Khlestakov?	to not have the Mayor arrested; Not to arrest him for his crimes
87c046f7ad020a2da8302de2d39c918d5c3d46d6	Who does Manhattan kill upon that person's request?	Rorschach; Rorschach
88cce939b62c833842ccfc1e0fa7534288626c86	Why wasn't Alice's father at work the night Elizabeth died?	he had a hangover; Because he was recovering from a hangover.
88d575bc51b0fc2070db74f10d013f228120cae4	What is Kivrin wearing when she is rescued?	a boy's jerkin; A boy's jerkin. 
8918f091ecb40e20e1597a4bb549cd925ba410a3	Who does Jenkins fall in love with at London?	Humphry Clinker ; Humprey clinker
897c6dbe8ac017f03e773168f3172bca343731a2	Who gets shot as an intruder in Big Sur?	Stacy; Stacy.
8ac0b889ea488a2592e625b5a6f82e02c7bfec04	What is the outcome of Des Grieux's duel?	Des Grieux knocks out his opponent; Des Grieux knocked the nephew unconscious.
8af7ba092dd8ec512f2fc5d764178af1bf282412	Why does the King return the amulet to Galen?	To save Princess Elspeth.; To assist Galen in saving Elspeth
8b68fcbf0b9d48dcdbf55abfec3a09c3caa16a1b	What are the names of Henry and Althesa's daughters?	Jane and Ellen; Jane and Ellen
8b6f5b48584406378734c720276da32e9d93adeb	WHAT CITY DID STEPHEN PROPOSE HE AND MAGGIE ELOPE TO? 	MUDPORT; Mudport
8b9bb18676d9e322b4348f46fbf856107a645db3	How is Cleopatra delivered to Caesar? 	"In a packet; Enclosed in a ""packet"""
8c363b08c0232e49fcf1e41b00a1719e2fa0d157	Who does felix recommend that Clifford should pursue?	Eugenia; Eugenia
8c816ec2decd0509db731ef45a9cdfa7abca0d42	Where are the residents of Bathtub taken? 	To an emergency shelter. ; emergency shelter
8dddfb1c4aa33c5821670ba20549ec02aba73056	How does Ichabod Crane thwart Lady van Tassel's plan?	He throws the skull to the headless  horseman thus breaking the spell.; He throws the Horseman's skull to him
902585a8b22580b312f1ac76591192adf4e79e03	What is the name of the night watchman who helped Benny and Nelly runaway?	Joe Wrag; Joe Wrang
90dfa4ccac8047bf5b7e06a9fb1178ccf8482968	How does the Ice Maiden kill Rudy?	She kisses him and he drowns. ; She kisses him and he drowns.
91075ab5383e8113d86b17536c6918bfbbd6af20	Where did the spirits drag Hugh Cain?	To hell; Hell
93116caf60209c52bca7cd0b51ccc366eb90f6c6	What event implied that there was some sort of magic in bringing Sam and Annie together?	Sam and Annie held hands into the elevator.; Sam offers his hand to Annie.
93db5f57e96d7f15f55d9ef9e4bff6022dd2bef9	On what premise to Jack and his wife flee to the West Indies?	They fake illness; They were worried for their safety after Jacobite rebels were transported to Virginia.
9413d249d9cd5b8d5c6093eab81fd255d0642ba7	Who had an affair with Brian?	Sammy; Sammy
949f179ab9de0a9bbb52fce8fecf52bf67caaccd	Who is the gangster that has Shelly's back?	Nicky Fingers; Nicky Fingers
94be0f70671c74fb1eb95f92eeb78601828f3fe8	Who has custody of Paul?	Undine, but he lives with Ralph.; Undine, but Paul lives with Ralph
96fe0d2109b097524413be7ec351eb78f40b8feb	Where do Scott and Ronnie visit for their relaxing vacation?	Tahiti. ; A Tahitian beach resort
987d3e31dc8b6029a2b9450243e122c8862bbc24	What happens when Blomkvist breaks into Martin's house?	Martin catches Blomkvist and begins torturing him.; Martin catches him and trys to kill him
989916b68c184be23de3334a7ee8ecfa4bdd2496	Why did The Ghost's girlfriend walk out on him?	"she felt betrayed by his willingness to take the job; She felt betrayed by his willingness to take ""the job""."
98acf546189102f4d4fae1ff2bbef93018d6c4b1	Who is The Kid's girlfriend?	Apollonia; Apollonia
9950d38eeb83f7bfa67bc56333d33661d18d452f	How does Claverhouse meet Bellona?	The protagonist gives him the dog before the upcoming trip.; he was presented with the dog before his fishing trip
9a03551bf48072d870d6aa0b3cbcd3028ca8e5ac	When do Maude and Alleyne admit their love for each other?	When he's to depart for France.; When others leave for France.
9a1f8183b31ba8ab9f1719fa42b36a173035beb4	Who does Vaughn strike out in the playoff game with the Yankees in the 9th inning?	Clu Haywood; Clu Haywood
9a47076ad2a64fa53bde62c8c4c06f04d91ce2c8	What does Craig do with the money from the hydraulic pump?	He splits it with Day-Day and Elroy; Takes it and splits it with Day-Day and Elroy
9a50bcf24dea0f3934df9a55f6e82df03c19c7cb	Why does Brean have Motss killed?	He is threatening to reveal his involvement in order to receive credit for the cover up of the presidents scandal.; Motss was going to reveal the President's involvement in the made-up war.
9b827d8f4127cffdf56129bc91a3d2bbbdeb19a4	What message does Holmes decipher?	"Some deviltry is intended against Douglas; ""some deviltry is intended against one Douglas"""
9b99f455760055f2c719e61f29fa4a09479d8524	What is the name of the biochemical weapon that Anarchy 99 has?	Silent Night; Silent Night.
9c26a0e3cad380e2977b25e812a617e5083e73fd	Who is a naval officer?	William Price.; William Price
9c443f4b7fae5240b65a04b5648d20fede649249	What city do Con and Kid long to return to? 	New York.; New York
9c721b9297f69a20a813b12fcb0047fb22cce385	What is in the briefcase?	Bomb; A bomb.
9cbe9d08ff6673e8dba308ac11ba88d71b425209	Who has a previous engagement?	Jeanne.; Jeanne
9ce9cda3bf3ab43a4e0c0199110e30727770477c	Who starts a gun battle with the Motorcyclists?	Stephen; Stephen.
9cf95ffdf431fe1798c086f31cbf2a7efeb1f921	Why is Amy Ashe sent to live with the Carrs?	Her mother, Mrs. Ashe, sends her so she will not catch scarlet fever from Mrs. Ashe's nephew who is visiting.; To keep her from catching scarlet fever
9d8b79107628c4dedae91fa3648e56ae94b997fc	What gift does Hosenfeld give Szpilman at their final meeting?	His German Army Great coat; His German Army greatcoat.
9d8fa53fde63b8e1a0a7e04b88accb1d4ee31b71	Who is the real person behind all of the robbings and murders?	Charlie.; Charlie
9dc012f8cd7449629d2563aff2f72315ba6d83d5	What is Polly's wife's name?	Miriam Larkin; Miriam.
9e08f12783862b2e020fcec6a1f992dea0fbe4ab	Who finally catches Myles climbing the fence and tresspassing?	Earl Mackworth; Earl Mackworth
9e3a7d4c30143d737b783df94e7c1c2fd6fe6514	Where do the Cenobites trap Joey?	On a construction site.; a construction site
9e71e7b6c91472bafddd8c2d1344e84b5899ab2c	After they left the island, how did the refugees end up in a different port than anticipated?	A storm rendered the ship not seaworthy once again and they were forced into that port; There is a storm. 
9e82564a36eb80df18284bc5566221a05e87c28b	Why does Jim take a bullet in the chest?	retribution for the death of Bugis's son.; As retribution for the death of his son.
9ebb84bdc9cc6d698ccc331437bd1ec3b5f0dddb	Who breaks in to the Cox's home to search Osbourne's computer?	Ted Treffon; Ted Treffon. 
9f3553caee89c48b8f0ba947fa1a088dc9aca4a9	What happens aboard the pirate ship that John boards?	John kills all of the pirates but one and rescues a kidnapped princess.; He kills all but one of the pirates. 
9f83c8e49f5a53b211caf37cbdc659f97d2ef30a	Who does Malkovich marry?	Maxine.; Maxine
9ff140c1a8d2d147eaa956d8783481e401ab3beb	What church did Charles Reding depart?	The Anglican church. ; The Church of Englad
a0922808f19fd6e42227cfe448757bb43788eb5d	How much does Jason discover the necklace is worth when he has it appraised?	$1 million dollars; $1 million
a0d0ec57ee611f5041cfb0b74f127a3196a03f8a	How does Rae show her support for Lazarus at the end of the story?	Rae attends his blues concert.  ; By staying with him on her own terms.
a18e921ea3e947642147754dffa769f9eabb31e7	What does Juno decide about the baby after learning that the Lorings are separating?	to still let Vanessa adopt the baby if she wants to do so; She still wants to give the babe to Vanessa.
a1f45ca7bfe2e685b4faa4032039a3a5079065ac	Which one of Chris's former friends does he arrest?	Jay; booth
a291171000871c2588aacdbe03496c21fe9aec05	How is Austin able to save both Felicity and the world?	By using the time machine to be in two places at once.; By traveling back in time.
a294dfec39790706fbaf8a62b6ab00274fb7bf3b	What is the identity of old man Mme de Rochefide touched at the party?	It is Zambinella; Zambinella.
a34a30243522a835f826fe5269b4d234c5443ff3	What does Leo offer Tom the day Bernie is burried?	He offers Tom his job back.; tom's job
a3874a1e55b073c61553d61c5f8d5bdca6c13625	Who does Wade attack in front of his daughter? 	A bartender ; The bartender
a3d22e30a6afde892a65e16db0454093a232da87	Who was the person that made the detonator?	Clive; Clive
a3f5043d31f3d18b625f75f69392834d4479df38	What currency does Yuri accept in Africa?	diamonds; diamonds
a493bc348052f6962bb423ad44b2e13134d635fc	Where does Edward inspire Winslow to work at?	Wall Street; He encourages him to work on Wall Street
a4a5274e6563d93830ce2749567ff04f907ea5ff	The Lieutenant bet on a ball game and his team lost, how did he treat his car radio when the news came through?	He shot out his car radio. ; He shot the radio.
a4aef60147a93723b3f6618336ca90d672c25cbc	How was Nina injured prior to the final act on opening night?	Nina had stabbed herself; She stabbed herself.
a553b1ede6a0837f7e65a03b1a6f6545997047e8	What is the name of the castaway that Hayy meets?	Absal; Absal
a609dd939df7ec01fbdf9825d8ea999cd7ec0c95	What makes the monster visible?	A magic powder.; Magic powder
a65c4ede45179964de0abc38a88aecd767eaf505	How is the final Graboid killed?	Tricked into tunneling off the cliff face.; It tunnels through a cliff and then falls to its death. 
a69fee0515cdb067fec5c42fa88ace5c9639118c	What did Joanna did when she show up to pick up Billy?	Joanna called Ted to come down to the lobby.; Decided not to take him 
a6a0d0dd948d7e7d52bc8ab8ea73209d8d548d08	Who takes Reggie back to prison?	jack; Jack
a6abf42f24dac561c0245f7638c6693d5a73bc28	Who is Demetrius the son of?	Ivan the Terrible. ; Ivan The Terrible
a887641959e80961ce68baaf02efa0d3f2e18daa	Who exposes the guilty parties?	The mother of Rhesus; Hector
a8a662512e730c20619ab94ebdd86b19d7eeef7c	Who serves Birotteau the possession order? 	His landlandy's lawyer; landlady's lawyer
a90970da83bef2b96566608cec4724c7c1da507f	What does Father Christmas give Peter?	a sword and a shield; a sword and sheild
a92d15a67e802a1ab4fbaeecb6b58914690059f8	Who is the Squire of Allington?	Christopher Dale.; christopher dale
aa38d6df737e5d8893dc9749f5d5aaf1f93da2c6	Who is the primary antagonist in this story?	Dr. Flint; Dr. Flint
aae70f9eff5dbb5736c9ba09a3ee31b2e71504d4	Who is the last person Edward kills?	Himself.; himself
aaeca5ea3551106cc8279887ebbeca8fd3f029dd	How are Lana and Lola related?	They are identical sisters; They are identical twin sisters
ad63a9aa1afa22bf51451da2e2f45d9543c9ca62	Why is Jeff in a wheelchar?	He broke his leg; He broke his leg.
add8e2efd820ef2778c746e2d3d6c0cd8c650672	Which state does this story take place?	New York; New York 
ae22f4943bbe95e00fc6c0f6e83f1958cf18dea2	How does Nellie convince Pete to leave Maggie?	By calling her a pale thing with no spirit; she calls her a pale thing with no spirit
aeb4b0c7cd1faaae70c732656dddcbb56bf19b99	Who does Nella suspect Baroness Zerlinski to really be?	Miss Spencer.; Miss Spencer, the hotel clerk
b02faf174a846e2d426250c336ec8b27a61d90f6	What causes Roger Scatcherd's death?	Drink; He dies of drinking
b0b1bb0efc8a321227d3ab8244cff77d0c81e0eb	What did Prince Cleve beg his wife not to do before he died?	He beg her not to marry Duke; begs her not to marry the Duke
b0cdfea5c6b7ac7a87b11c4d8527a4fdaa2a20f5	What estate does Richard tend to after returning to America?	Swain's estate, Gordon's Pride; Carvel Hall
b106547216886fe269040370774d80b5a5a53318	What happens when Amy Archer tells about Mussburger's plan to her Chief?	The Chief does not believe it.; He doesn't believe her.
b1b67dc8de94763e66312262449f6cd55956f1f0	Why does Bonnie decide to become partners in crime with Clyde?	Bonnie was bored with her job as a waitress and intrigued by Clyde.; She is interested in Clyde.
b226a96934d19f6cd7df811de317413de58de5ec	"Who purchases the ""air rights""?"	Condo owner; Tess
b3490ef400ff24b4bbe439b837e6ed38934e4a8b	Whose funeral did Rob attend with Laura?	Laura's father; Laura's father
b4010f552ee32bf8b2f4dca248f176b0bf2602b1	Why was Illeana not harmed when Martin attacked her with a pair of scissors?	She  had on a prosthetic pregnancy belly ; Illeana was wearing a fake pregnant belly.
b452510fec08b4c0590abdd1e8a4b134f57cd805	Who wrote the letter that J.C. and Doug found?	Their father.; Their late father
b5038cd75a0f275ec87cd993eba3c2af3731bc6c	Who is Beckett's partner?	Miguel; miguel
b50c5113b46d135015347f095947181fbe5fe30f	Where do Harry and Lloyd go to find Mary?	Aspen; Aspen
b50f34d4c0a3723dd6bccd53886670c7f660b6d6	Why does Du-Seen attack Billings?	He is in love with Ajor; He wants Ajor.
b589fa0ea6b329cdd5a74561fbb2dd6789b1ceb0	Why did the children's father go to Manchuria?	He was a journalist covering the war there.; His job.
b598355c6a88e44b884cac7c54b9c955af552e7e	Why do Marc and Rebecca stop speaking to one another?	They blame each other for the robberies. ; Because they blame each other for the robberies. 
b67bc95cb196377649aacbf75c9dc42bfef6020e	How old is Ruth?	34; 34 years old
b67cb4827d1b6f4f39236766c5874775b92e249c	Who really set the fires that killed associates of Swayzak? 	Adcox; Adcox.
b6929410cdf5a28a9c50fd849964659b204787d4	Who committed suicide?	Zenobia; Zenobia
b6f65f8447d5268bdfeb7529edcf0c630683552b	Why do the families of the Appalachion Mountain refuse to comply with Hale's laws?	The many years of tradition and handling their own conflict. ; They believe in the traditionl way of doing things. 
b725c2e2f61f70af8132edb565dad8ef8ea9b155	Who was the father of many of the deities?	They were the son of God.; Jesus
b76d62907536d148bee9162f2a918110f055a60d	What is Easy's father's philosophy?	That men have rights and that there should be equality for all.; that all people are completely equal
b79b7aeeb9d4f4e390d606e9ee4ef3271b028731	Why is Von Doom seeking revenge?	He blames Richards for the botched spaceflight that caused him to lose Von Doom Industries.; because he blames reed for his condition and disfigurement
b7e29b2f50e6e7fccc027144f4b2c90563e09916	Who is Homer's 2nd in command?	Abe Baker; Abe Baker
b8b22116b9e2dba278243ab9a20b92cdd925f791	According to Pinhead, it's not the physical act of opening the box, but what that makes the Cenobites attack someone?	Desire.; The desire
b8fdff367e0613f79caf042c8f036fdddd234364	What does Renee do to the house with the boys and her husband inside?	Sets it on fire. ; sets it on fire
ba75a22b975fe4a286bf129a1a3c354b42a60012	Who designed the sets on Guy Domville?	Alfred Parsons; Alfred Parsons
ba8ee38aaf59d57090798dcbe0db6ef416af6533	Why does Don Bernardino agree to help Archibald find Marjory?	To restore his honor.; It is a chance to regain honor.
bb9df0f4f33c3622d88052e257a9b7ec2004ffa4	What will the first note blown on the Horn Resounding do?	It will take Erik and his crew to Asgard.; Take Erik and his crew to Asgard.
bc4210c7f08ea8a3e4244644beecf738282dc01d	Which sport does Mikhi's girlfriend participate in?	Figure skating; figure skating
bcc5630960932198b83f7f446a700cc3d20ba03a	Who does Puff end up with in the end?	Gabrielle; Gabrielle
bde72e62aabedf831fc81b5847152a244fd97bee	Where did Kirk get beamed to before the Narada was destroyed?	the Enterprise ; Enterprise 
beae9fb6da18971914f1136467c3306e3fc1b92b	How much does Della sell her hair for?	$20.; $20
beffc971cf9ffce91739a7becca0ca2985d00f70	What does Rebecca do that causes Sara to pack her belongings and leave?	Rebecca gets a tattoo of Sara's sister's name on her breast.; She got Sara's sister's name tattooed. 
bf55d1c14536c04c4b8f8cb18ea8dd490e986066	What does Adam purchase to kill snakes on his property?	A mongoose; a mongoose
bfa4337d607ac8fc05b9fe976d4f166d96cd99c4	Why does Swaffer give Yanko a cottage?	He saved his grandddaughter's life.; for saving his granddaughter's life
c02520de408977fcaac9839676ade39fa6ee95db	Where do Nello and Patrasche die? 	Inside the Cathedral of Antwerp; Inside the church.
c076132f85d25e9f249e1ec30126505eab64926c	Why does Wayman buy the wolfs from Lottie?	He is an enviromentalist and animal lover.; To set them free.
c0d9cd53852bbae82b7af2c9acf6d9589142dec8	Why did the vagrant spend the night in a prison cell?	He posed as a journalist who need a place to stay.; He asked to spend the night there. 
c0e05b3aac173e39064f07ccb60fb0a30430f824	What year does the story begin?	1593; 1592
c1ba78ebef932e25b8483dd050b2a5585ac7a2c2	What does John discover while visiting his father?	David's last name.; David's violins are valuable.
c397b8d66b16fc8068abc0d7e5861ab4b2e54ac9	What type of animal does Ralph save Ursula from?	A bear.; A bear.
c3d05fedec86ea11bb70837d54b941589bde4d88	What does Peggy tell Michael he should write a song about?	Their sleeping together ; Their night together
c400547f76777cf05ab832229f730077ec3be94b	WHO IS CHARLES DEIGHTON TO SANFORD?	HIS FRIEND; his friend
c4241815627ac0077304ccdea892cd469a59334a	King Edward demands how many citizens should face punishement?	six; Six
c504d1c2be689fe79324ef90f3657dc02ef2acfb	Who destroys the Red Lectroids and ultimately saves Earth?	Buckaroo; Buckaroo.
c50eca23eddd3e2b5d8873950ad92bf03f86c7d3	How long had Eric and Zed been friends?	since childhood; Since childhood.
c5384ac7f6a3e69a17ede247235936b934a71a03	What color does the Retrogram procedure turn Logan's clock to?	Red.; flash red 
c5ada098b3a74fbe9dbd4d6f15121ef92aed7f02	What does the Captain attempt to do in response to Judy's death?	Treasure the children more.; tries to treasure his remaining children more
c637662cd85593e94dd3338bf7af66a37ebe5563	Which place did James frequent after discovering a love for it?	The theater.; the theater
c65f47d3de4510d418357b1f133d3171f0bc4eca	As Rachel and Ray escape, with whom does Robbie go with?	US Marines; The marines
c72161c89a7dc8ea5d62b200689bd2acae6f354d	Who falls in love with Jacques?	Johana Baker; Johana Baker.
c82d39d256c252bc607644e9ecd4a7f6bdddf299	What happens to the water carrier?	He is killed by a lion; The lions drag him away. 
c85ec67ceff73b596af55bbd3cd88bfd37f622ec	Where does Knepfler live?	An abandoned amusement park.; An abandoned amusement park.
c8e25c068b7c8a00ba00096e73ce7ea893c69aba	Why did Phil refuse to testify against the pirates?	He held his shipmates in honor.; Because they had been his companions. 
c8e44f344826eb56a9f8d4600582e8816a4da91d	When Batleby started working for the narrator, was he a high performer?	He did high quality and high quantity work.; Yes
c93b98fc3db3bc4323b55358caf2fa77b495a765	When did Ivan Ooze rule the earth?	Six thousand years ago.; 6'000 years ago
c96a12df9414dca862b7f1d5882dadb40e152121	Why must the military come to town?	The civil authorities are unable to combat the unexplained attacks on the town.; Bird attacks
c9fb048c6f4d00d15a69c9049c4826cc66118bb3	What is the leader of the Island's name?	Sal.; Sal
ca2bdfc136c0be2c4555ea776f1895707b40593b	When Della finally returns home, what does she point at her abusive husband?	A gun.; a gun
cacaa9792f080cab033f10fd7025c5d025f93d0a	What happen to Alfred?	He lost his eyesight.; Alfred goes blind.
cacab4b8f8c2fd2db7dab52793e34a398b98fe07	What city do Lavretsky and Varvara move to when beginning their marriage?	Paris.; Paris
cb1ea1bb22437d7f239b7748e4dfe59258157e14	How did Dracula warn of the dangers of the wolf and snow?	a telegram; By telegram
cb33226b57202434789eedc650ebca166a458dcc	What does Atropos tell the Gods he wants?	He wants to be given power to bring death to the one person who has escaped his power, Virtue.; Power over this person.
cbbbb720b94e009cc9a76b83f08f829de284617e	Who saves the bunnies?	Benjamin and Peter save the bunnies; Benjamin and Peter
cc8608ad66db28cabde4fb1b409aff6bce5f13de	Who is Adam's wife?	Clover.; Clover
cd13eb380843224f66c34047cc06dc445a92f8fd	What does Max want in return for the real list?	$10 million.; Jobs identityand $10 million
cd39342be0ef90cd7a72c32ce50f32bacc28d53a	Who is Dr. Grant's assistant?	Billy; Billy Brennan
cd91d749019212006f705c63c553819feff99687	Why do Leila and Billy remain on Finnegan's boat?	To make repairs; To conduct repairs.
ce595386dbe3945cafbea2a44a805db1d3c0cbb6	Who is used as an organ donor for Michael?	The woman killed by the Mack truck; female driver
ceb53c6e5f1f89d2f4d43a0d9fa53af7734fa1d4	What does the main character believe she sees in the wallpaper?	A woman.; a woman
ced6d9c14fd61bbdb72a24dc2f5f90dbbeb0a30c	What Bible story did Martin tell Stepanich about when he invited him in?	Martin told Stepanich about Jesus and the Pharisee.; Jesus and the Phraisee
ced7681fb9a12261d500c0f98c25a2eee17ee215	Who is Abner Coates betrothed to?	Jesse Gearhart.; Jesse Gearhart
ced78c602bde7f9dd7aa80ea8347dc9af5a70547	What is Lisa's relationship like between her mother's boyfriend Ramon?	Lisa is ambivalent towards him.; ambivilant
cf2f6cbfb5bea59e783846202d9040713a79890f	In which hotel do Doug, Phil, Stu and Alan stay during their bachelor's party? 	Caesars Palace.; Casear's Palace
cf493688553201bacfcf215e282c7cfc4173bb8c	Which commanding officer was overseeing the ship?	Captain William Decker; Captain Willard Decker
d001bd5bff80663fd1d4482d3b643c1ee414e79f	Where does Red Shirt like to go?	An inn near Hot Springs Town. ; Inn near the hot springs town
d03d0175a1b8416123ba9ee27fd22eda45e5795d	Who is Alvin dating at the end?	Lucy; Lucy
d04b14efdb1be3df6a7e5e522a54eb6d762d59f0	Why can't Claire and Keegan be together?	Because Keegan feels he cannot abandon his family.; Keegan is married
d079071fecafe63e2939d8e866c36819c21b907c	What leads Tom's boss to move him to the consolations department at the company?	Tom was too depressed after his break-up counterpart with Summer to write happier cards.; He is depressed so he isn't doing well at his job
d094b01390b1598e80f7fd148ef0987e882f04ab	Who is Peters hallucinating that leads to her death?	her son; Her son.
d0cad885bea05d1a0272e36b14ddeef899db5cee	What does Betsy do for a living?	She is a nurse.; Nursing
d345218d6fb0e8b6e1c7efa193276efb6e83a308	Which type of marriage do Cecil and Edith finally opt for?	A standard marriage.; a standard marriage
d427a41fa7f8c726f4fddd7f8a9ec04aa6146092	What did Buford Pusser make at his fathers saw mill?	A bat.; a club out of a tree branch
d48a25702aca65bfc7755c1dbcb5c196593af1ee	AFTER LEAVING THE HOTEL, WHERE DID GRUSINSKAYA EXPECT TO MEET THE BARON?	THE TRAIN STATION; At the train station 
d56d2864cceb811c9b29e3aa547374ebf7b26be3	What does Tom Brangwen do for a living?	He is a farmer. ; farmer
d66fe35ce1d4d1166add716e366c04a84618cabe	What personal story does Hesher tell at Madeline's funeral?	how shrapnel destroyed one of his testicles ; How he was injured in the testicles by an exploding fan growing up.
d6c728cc9fabd2ef68dabc990731470f455e8fac	What is Gale's sentence?	Death.; death sentence
d81debbae25eebaf6ac998a0059eaa08cc7be5bc	How does Walter plan to get to Niagra Falls?	By train; train
d87a40e39666a2b9e096f60a84cbe3b9fd32589f	Who does Miriam marry?	Basil Dashwood, her business manager.; Basil Dashwood
d8e966a26d8054e3155ed4a4ade83b2bab83e95b	How do John and the nieces travel to Europe?	ship; A ship.
d97f8275d21db225fc1b796ca1e0d22447ce3937	What does Phaedra claim in the letter Theseus finds on her body?	She was raped by Hippolytus.; She was raped by Hippolytus
da215ca3bcbf04997227bce18a3f8782f8c956e4	How does Deirdre convince Naoise to accept Conchubor's offer?	She tells him that it's better they die young madly in love; she talks about them going to die.
da7990d9af4b0c0c77c56cdb569de38a398e3643	What deal did Mac make with the FBI?	Help capture Gin; He made a deal to turn in Gin.
da92db374a011f526873e2c6734a2dd54f197fa5	What does Plantagenet persuade John to do?	Run for Parliament. ; Run for Parliament.
db25c1e66223c9829dbec103c7e4b1820d240c08	What huge news does Archer as Castor learn when he went to Castor's headquarters?	Castor has a son, Adam, by Sasha; Adam is castor's son 
db56c96fa4101d1381abdb36e5b05581e57aef4c	Who is the protagonist of the story?	Arthur Chamberlain; Arthur Chamberlain
db73eb0ea1e1218639971e6b7c2d9e600dc36383	Who knows where the children have been living?	The doctor.; The doctors.
dc036a07046ed47df2ea8927a3f85953b6620267	Where did the Blandings purchase their new house?	Lansdale County, Connecticut; Lansdale County, Connecticut
dc8d6c5a9a9cb0ee6cc3b47ed9aa7a6f6209d05e	How did Denham presented Kong to the theater audiences?	Denham presented Kong as the eight wonder of the world.; As the eighth wonder of the world
dcb86aea4a771d1d0f075ab60515105f037fdcc2	Who was deprived of their revenge?	Lord Dolgarno; Moniplies and Lord Dalgarno
dcbf2d6185d5338368b76f28cd92e3f718aed004	What does Arnand shout at the prison gets?	"Long live the King!; ""Long Live the King."""
