id	query	answer
2b0d41cec61dc3b7faf7a011051cdbcacb55050b	Who does the killer think Lou is?	Nick; Nick
0edab258db9c1e0483eeaa442e0522bdefa9d445	Whose father was murdered?	Clarice's; Clarice's
173b52e21786674aef19e640355e4a6fc869b34e	What musical instrument did Bobby's brother play?	The violin.; Violin
5776e1f804f1875ec58ab2062e3473514791ad5b	What happens when EVE repairs WALL-E?	WALL-E no longer has his memory and is in his default setting.; she kisses him and his memories are restored
749b04e9948c4e9c0c1d7410574aa141efeb7230	Who is responsible for Rennie's fear of water?	Her uncle.; McCulloch
8de681acfa794beb0385e9cee4bf2fa51b9ea32c	Who does Rollin Page love?	Rachel Winslow.; Rachel Winslow
e5b92b062c01f4016c439c2f76a114370142d414	Where do the detectives take Doe?	To a desert location; A remote desert location.
2bc8c9fca534939ab4208cb368064aff8c30c289	Who pretends to be a guard when they try to steal from the plane?	Pinky; Pinky
1a7119c0cbb4a82b93913600187c98fc9dfa52b0	Why does Rose stab Arthur? 	Arthur raped Rose and got her pregnant. ; He raped her
361364f57460139410c4130a1e7a58caf152c2bd	Why does Flor ultimately not fall in love with John?	Because of the consequences of them both having kids.; She doesn't want the consequences of an affair while they have children
35ae42f3419e73b7c7357c222e494eaa4161026b	How much time passes between Eric's death and resurrection?	One year; One year.
08c82f15d7abcf717059f263e25c56adccefb12a	Where is the cat when Mr. McGregor returns home?	Locked in the greenhouse.; On top of the basket
97e9cc82b3de2fda8a258cdf6c2e8662e7d1537c	What actually did happen at the chemical plant?	It exploded and everyone died. ; Chemical plant exploded
3d59cad31537c384e1fde9cc33c518595115a621	Who does Lady Lovel try to kill?	Daniel.; Daniel Thwaite
4f17e590323c45bf12f789e5990d6ab90698671a	What does Sam expect when the rescue team arrives?	That the rescue team will kill him.; They will kill him.
aa70927925013f9111ea80c2ab81449c4ca3cbdf	Where do the skater boys beat a man? 	Washington Square Park; Washington Square park
68a8a7bb82a491c2d72bf52741652408bd18d645	Who asked Falco to come to Hunsecker's penthouse?	Susan; Susan
2c7a9ffe4c06039bd8fee47b6235443267863686	What are the three paint colors that are not banned in Plesantville?	Black, Gray & White; The three colors not banned are black, white and grey.
8b9c34999d5fc374b25721481ead2767aee00c76	What does Rob do with the demon's gifts?	He declines them.; he rejects them
964b0f4d342647ea243f1e1156c2e691ff34e6e4	Who is Alwynne's secret admirer?	Roger.; Roger Lumsden
2cf851eeec79ada442b42d8d17d99cf24dbbb157	Who vomits and calls for her husband? 	Madame Overdo; Mrs Overdo
f4148de27a9751817e9823d0b2e1d253d7b6b8e9	Whom does Louise marry?	Tom Cobb; Tom Cobb
01f5ab49ace7ff6c2bca8c2e537076ae1f1b5c90	Who helps Emily escape the castle?	Du Pont; She had help of her secret admirer Du Pont.
ab35e5d3266a05297db471612ce06095c5190649	What does Butscha make his latest mission regarding Modeste's hand in marriage?	He tries to get Modeste to see Ernest is the only one who truly loves her; Promote Ernest's intentions.
96546ceb80de8303f5057f1f2f4cb9fa5d0a2b20	Why did Dorothy leave her aunt's house?	they argued over Dorothy's engagement; Dorothy had a argument with her aunt about her relationship with  Brooke
5f1a17e28f5bf12c6b2b5e740eea7df6fd055411	Where does the children's uncle mainly reside?	London; London
188018ccc8e85acfd097bc4f502a7f9463af2ca1	Who are the righteous and the unrighteous brought before?	Jesus Christ to be judged; Jesus christ
e9ff026e90e2506a4e2710fac9cfb0df33248fa4	Which character commits suicide?	Kellogg; Kellogg
57669ca4e799e01c9f6e4d1ed2088f7f02765108	From what did Weedon Scott rescue White Fang?	From a fight with a bulldog named Cherokee.; A dog fight
2e24e035fddb9b96430c9bb2cf45d44facac6fc8	What is Kelvin chopping up when he cuts his finger?	Vegetables.; vegetables
c1b9d85714e90baa217b02f44534a5207e971442	What does Chandler do with the new coronet?	He uses it to wipe out the execs.; He kills the execs. 
4b14ba59756696a72d9520a9d2812471313a3b93	WHERE WAS THE CODE TO THE DIAMOND'S LOCATION HIDDEN?	IN BLACKBEARD'S LOCKET; Blackbeard's locket
46117f49c49ea357ba44983898397b0f5643af05	Where was Rima born?	Voa; Rima was born in Voa.
60f0d27d9a133f52bf0e5e06f2d2a17835c2a7d7	After Abner died, who took possession of the Staff of Ra?	Marion; Abner's daughter daughter
823a8b6bbbb0bbeec9c4bec1929b64a3694232d7	Who shoots Gondorff?	Polk.; Polk
2b5468141ef0e57d4635249e7d9d9ff6039d18f4	Where does Oliver release the slaves he frees?	Italy. ; Italy
cc106dabc672f1549e394204735deac3207d7976	How does Denry persuade voters while running for mayor?	By buying the rights to a great footballer for the Bursley football club; He  purchases the rights of Callear
b9b1d29235c8e39aef27ce894e77a19955e6e51e	Why does Dionyza plan to murder Marina?	because she is prettier than her daughter, Philoten; She grew up to be more attractive than her own daughter.
c3826668bc1faf0d148b9be8df9832c21b909de2	What insects kidnap Maya?	hornets; hornets
f01426d161b74fa8cc69b259b8460271b8c70121	As the story begins, what is Jupiter doing to Ganymede? 	Jupiter is fondling Ganymede. ; He is fondling her.
ebd6d319ba69f1f60618a32c124d344bc5e1b56e	The story suggests that the landscape is what?	A point of contact for a different dimension.; alive
0d6f958d03124c4176549fce64ed4e7849e351f9	How does Delamere die? 	Fighting a duel over his sister's lover; He dies in a duel.
dfd193315559f6de75c3fc50c90f98b19eb7e5c5	Why is Frances dismissed from school?	Mlle. Reuter is jealous of her; Reuter was jealous of Frances and William relationship.
229bcf6a72dbf68b2b074ab4266fa677da43f68d	What was the topic Alfred wanted to write about?	Responsibility; Human Responsibility
c496444e867a5dfb9ad4b5060c3d715104a281b7	What was Pollyanna hoping to find in the missionary barrel?	A doll.; a doll
1225b1acc92c2554e91c09639f86c1d75f8e9161	How many corpses are at the end?	3; Three
5685121eb6af89082a190b3383cdee15a2ae83ff	What convinces Leeloo to save Earth?	Dallas confesses his love for Leeloo.; Dallas confessing his love for Leeloo and kissing her.
5bac8c9c918869b5e59fab36c21fbd914f0e26a0	Pyotr is sent to Orenburg to relay a message to whom?	The Governor; To the Governor.
8a7e6494d5895a4be094720ec4897e9b24abe222	"What is another name for the religious group the ""Cult""?"	The Apostles of Flame.; apostles of the flame
076acafe2eb72ccf6e894bbb4b8b318f4cf3c58d	Who was Ross's source?	Neal Daniels; Neil Daniels
5cfd7214921ef71fd1cebcddbc1e6b68b998b245	Why does Drake decide to isolate Blade from the Nightstalkers?	He considers them unworthy to fight.; Because he thinks they are unworthy of challenging him.
734b9fb0720e2ae157c8a35a7d8f5e9878a56862	What year is it?	1799; 1799
74abab28263aed45e0602bcd004eed11971ad0b7	What was the waitresses name at the local coffee shop?	Leigh; Leigh
10d52d13b492d0e2319b8b5d3349ce4f9eaf26d4	What relation is Roman to Sidney?	Half brother; half-brother
6c2c91cc1e5aa0a597e6c5c0d7029e8672c0f60d	What airport does Kirk and his friends work at ?	Pittsburgh International Airport.; Pittsburgh International Airport. 
ea5d07dd2150a3e4fd5199ab496074839a019ded	Who did Nancy tell about Tina's death?	Her father, Lt. Don Thompson; Rod
f324b3fdf4815ba0073872d15405510f34bb9d2a	Who kills Harry Penrose?	A man from his company.; A party of men from his own company.
d8844d709aa624a5ffe70f185dc68488839d37ea	Who does Brewere try to save from the bomb he planting, causing him to be captured?	Selena; Selena.
6e0473730d1d65dc684496b943863033e13093c4	What would a real music academy due?	Encourage development of home-grown musicians rather than foreigners.; Prevent the expensive importation of foreign musician. 
5d98d6db87225fde51cea450d8712cb6073df2e7	Who was Alexander the son of?	The Greek Emperor Alexander ; Greek emperor Alexander
05c77e71c5f919af1ae72442febd204b03563f93	How does Kate's plan work out?	Kate and Marlow get engaged; It succeeds and she becomes engaged.
c002791c4ff779710ca7ba8d8cde2ac4b27d28b3	"Who is the ""Witchcraft"" source? "	Polyakov; Bill Haydon
e94ebe1d01e2696b60879ac22669cd7df5d54de1	Who is the person who killed Danny?	Kali, who worked for Judah.; Kali
1a8098e49cbf3df223c434c5d134bf9453a5a82e	What happens to John Rowland after he is rescued after the wreck of the Titan?	He is arrested after being accused of kidnapping the girl he saved.; He is arrested for kidknapping.
14cf73f1ec951d3a30810cb0b36d510124c71ec6	What does he tell about modern science ?	The relentless systematic criticism of phenomena. ; It regards the ability to predict the future to be a criteria of validity 
bf84196677122a3aa48a1de6ee8832371010f20d	How does Ira quit?	George fires him; by calling him out from learning nothing from his cancer
5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f	Who is Agnes?	David's confidant and Mr. Wickfield's daughter.; The woman David marries eventually.
96e430253b33b3e2890563039881d796ec93dd93	Why did the Del fuegos listen to Damien Blade?	Blade founded the bike group.; He's the founder, and Jack's father
39ab35eb8bdecda3cfd79433774fc63c7c699171	Who fights Sir Nigel after he tries to bully Bettina into leaving?	Mount Dunstan; Mount Dunstan.
65fdaaca567f74e28159d1c6a7b6cfeec34316ff	How does inspector Villier die?	David bites his head off; David bites off his head.
a414849832c3837bdc7e1316dfd9976485cf13b7	For how long did the couple insisted harry to stay with them?	they insisted him to stay as long as he wished to.; as long as he would like
46a5ee8bbf57f56ad5472e0712e98370b734145d	How did Charlotte learn about Bob sleeping with the jazz singer?	Charlotte overheard them talking when she was going to invite Bob to lunch.; She heard the woman in his room.
8efe7830fb894d0dc87cb56b37cd4ec44a7ec672	Where did John, Sarah and McDermott escape?	Deserted Island.; Zombie corral
d0384c80f6e170845dd6aade076d21da6174c045	Who does Mr. Dunn turn out to be? 	Mr. Allen. ; CHARLES WREXELL ALLAN
c8ce03f26a02ca9fcfbb0c9272f4558402b919b4	What was found at the bombing scene?	overcoat; Stevie's overcoat
6b881cac500f954036851b4545272674389b0e82	Besides his autobiography, what else did he write?	The last four were commentary.; City of God.
960df5ab918e52e7db2f5cf7ca49799326c51d09	Why does Mrs. Hackee refuse to enter the tree?	Her husband bites.; Her husband bites.
a25d00c16af6bed275fa7cc1c9bcc9cfad310d4d	Who is Dooku unable to defeat, which causes him to flee?	Yoda; Yoda.
37fa67ed55fc62766b9a5f0edcafcc360131aebb	What is Ursula's profession?	Teacher; Teacher
b3eaaceeb881c694c16219e34862ee313ee4a2ae	What happens to the inhabitants of Lesser Redoubt? 	Their Earth current is exhausted and they die. ; Their Earth Current has been exhausted so they are unprotected
880749f0e922a0d9c01fc048ba4e6e943d94b765	Who is one of Coombe's few true confidants?	a dowager Duchess; the Duchess
34d16136feb3eba74060953631414400f9a3cb20	What does Lady Sunderbund wish to become to Edward?	Edward's spiritual pupil.; spiritual pupil
5170566c90131e41863b393cc12d1df9f9c17cc4	How many women do authorities think Norman killed prior to Marion?	Two; Two women
e1c042c57411f230068ededfd7b27e44c0580700	What is the hotel called?	Hotel Earle; The Earle
e3b700a2a9853e91d32726b11328d5ffd087297a	Who is the Comte de Beaujolais?	A French prince visiting Bath.; A French prince.
1905d5891ab7c5797b3b59ccf1c206059ed73888	During rescue operations after the mine explosion, what are the bosses intent on recovering?	Tools and equipment. ; equipment and tools
b346adfa183aaa8aa160f0abd662f3463adbaf56	Why is Finn brought to trial for the murder of the Mr Bonteen?	Because the Reverend Mr Bonteen did not have a key to leave his lodgings the night of the murder.; All the circumstantial evidence points to him.
d405f9f8bdc064797841c04ea42531559ac19d0c	Why does Underhill start feeling pain?	Because he can't follow his cat's thoughts fast enough, so the Dragon touches his mind.; A dragon touches his mind
2114ee4681976de8a9d75d0e411ccc47bfa1caa3	WHO WAS THE GIRL KALE SPIED ON?	ASHLEY CARLSON; Ashley Carlson.
2527b96b0a25841507a88966736c4e40181db6c9	How old is Belinda Boyd when she and Ali marry?	She is seventeen.; seventeen
634532a39b97cfa3270d6fea7e1502f45f210b50	What is the name of the Canterville Ghost's wife?	Lady Eleanor de Canterville; Lady Eleanor de Canterville
1c64744acb7e41887938c2e9b0cf6b2f85e92921	Who builds the public works of Asgard?	The proletarians.; the oligarchy
